Maker Wise Vehicle Category Data  For All State ( Till Today ),,,,,,,,,,,,,,,,,,,
S No,                      Maker                       ,Vehicle Category ,,,,,,,,,,,,,,,,,     TOTAL     
,,,,,,,,,,,,,,,,,,,
,,2WIC,2WN,2WT,3WIC,3WN,3WT,4WIC,HGV,HMV,HPV,LGV,LMV,LPV,MGV,MMV,MPV,OTH,
239,AMIN EQUIPMENT PVT LTD,0,0,0,0,0,0,0,1,0,0,1,2,0,16,0,0,0,20
240,AMIR KHAN SAIFI STEEL WORKS,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,110
241,AMIT AGRICULTURE WO,0,0,0,0,0,0,0,0,0,0,18,1,0,3,1,0,0,23
242,AMIT AGRI WO KHEDA,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,41
243,AMIT AGRO WORKS,0,0,0,0,0,0,0,0,0,0,1,298,0,0,0,0,0,299
244,AMIT ENGINEERING WORKS,0,0,0,0,0,0,0,61,0,0,285,4,0,1,1,0,0,352
245,AMIYA INDUSTRIES  LTD,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
246,AMKODOR EARTH MOVING EQU,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
247,AMKODOR INDIA J.V.PVT.LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
248,AMLTD,0,0,0,0,0,2,0,60,0,0,0,0,0,0,0,0,0,62
249,AMMA MOTORS NAGORE,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,7
250,AMMAN ENGINEERING COMPANY,0,133,0,0,0,25,0,14,32,3,121,563,56,17,15,1,10,990
251,AMMANN APOLLO INDIA PVT LTD,0,4,0,0,0,6,0,38,47,0,23,17,0,32,61,0,"1,240","1,468"
252,AMOGHASIDDESHWAR IND.,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
253,AMOL STEEL AND AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,62
254,AMO MOBILITY SOLUTIONS PVT LTD,0,"3,217",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,218"
255,AMPERE VEHICLES PRIVATE LIMITED,16,"1,38,166","4,002",0,0,0,0,0,1,0,0,1,0,0,0,0,0,"1,42,186"
256,AMPERE VEHICLES PVT LTD,0,"2,927",0,0,0,44,0,1,0,0,1,10,0,0,0,0,0,"2,983"
257,AMRINDERA ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,16
258,AMRIT AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
259,"AMRIT ENGG WORKS,DKL",0,0,0,0,0,0,0,0,0,0,672,10,0,0,0,0,1,683
260,AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,36
261,AMR TRAILERS,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,87
262,AMRUTA INFRATECH PVT LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
263,AMRUTHA CONSTRUCTIONS PVT LTD,0,0,0,0,0,0,0,8,3,0,3,4,4,0,0,0,0,22
264,AMRUTIA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,297,7,1,9,0,0,1,315
265,AMS INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,63
266,AMS TRAILERS,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
267,AMUL TRACTOR TRAILER INDUSTRIE,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13
268,AMUTHA TRAILERS,0,1,0,0,0,1,0,8,0,0,7,48,0,0,0,0,2,67
269,AMV LTD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
270,AMW MOTORS LIMITED,1,"3,209",0,0,1,40,0,"27,686",472,16,411,"2,201",68,65,18,9,281,"34,478"
271,ANADI ENGINEERING,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,0,529
272,ANAMALAI TRACTOR,0,"7,070",0,0,192,"7,748",0,26,1,2,990,62,26,9,0,1,15,"16,142"
273,ANAND AGRO IND LTD,0,47,0,0,1,30,0,35,9,1,272,"6,044","3,562",15,68,0,12,"10,096"
274,ANAND AUTOMOBILES,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,15
275,ANANDHA INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
276,ANAND MACHINERY,0,5,0,0,0,0,0,2,0,0,5,20,0,2,0,0,2,36
277,ANAND TRAILER,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,142
278,ANANTHA JOTHI TRAILER,0,65,0,0,0,2,0,4,2,0,51,20,2,6,20,5,15,192
279,ANANYA AGRO EQUIPMENTS,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0,0,43
280,ANBU TRAILERS,0,25,0,0,3,25,0,212,3,101,"1,222",362,139,"1,075",6,105,76,"3,354"
281,ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
282,ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
283,ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
284,ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
286,ANDAL MOTORS,0,8,0,0,0,5,0,4,0,1,13,62,3,0,2,0,0,98
287,ANDAVAR INDUSTRIES            ,0,88,0,0,0,10,0,18,21,1,78,128,15,6,6,0,10,381
288,ANDAVAR TRAILOR,0,0,0,0,0,1,0,1,10,0,11,27,0,2,2,0,6,60
289,ANDHRA PRADESH SCOOTERS LTD   ,0,"3,823",4,0,23,171,0,66,0,9,117,130,18,12,1,2,14,"4,390"
290,ANDRE CITROEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
291,A N ENTERPRISES,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,71
292,ANGAD AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
293,ANGAD COMPANY LTD,0,1,0,0,0,1,0,0,0,0,1,861,1,0,0,0,0,865
294,ANGAD TRACTOR,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
295,ANGEL FARM,0,1,0,0,0,0,0,1,1,0,3,77,1,1,0,0,0,85
296,ANG INDUSTRIES LTD,0,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,47
297,ANGO ENG AL ESTATE BANGALORE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
298,ANHUI HELI INDUSTRIAL VEHICLE IMP. & EXP. CO. LTD,0,0,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,11
299,ANICK TRADERS,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,11
300,ANIKET TRAILER,0,10,0,0,0,9,0,1,2,0,27,335,0,0,3,0,0,387
301,ANIL ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
302,ANIL INDUSTRIES,0,16,0,0,0,0,0,0,0,0,336,328,1,8,0,0,1,690
303,ANIN  AGRICULTURAL  WELDING,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,9
304,ANIRUDH RAJ AGRO LTD,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,22
305,ANJALI AUTO COMPONENTS,0,0,0,0,0,204,0,0,0,0,0,0,0,0,1,0,0,205
306,ANJALI ENTERPRISES,0,3,0,0,0,6,0,0,0,0,19,4,0,1,0,0,0,33
307,ANJALI TRADERS,0,0,0,0,0,692,0,0,1,0,4,7,1,0,0,0,0,705
308,ANJANEYA AGRO LTD,0,1,0,0,0,0,0,0,0,0,40,371,0,2,0,0,7,421
309,ANJANI AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10
310,ANJANI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,52
311,ANKIT ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
312,ANKIT RAJ ENGINEERIG WORKS SHOP,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,1,49
313,ANKOL MOTORS,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
314,ANKUR AGRO ENTERPRISE,0,0,0,0,0,0,0,0,0,0,69,1,0,0,0,0,0,70
315,ANKUSH AUTO DEALS,0,4,0,0,1,"1,051",0,0,0,0,1,2,0,1,0,0,0,"1,060"
316,ANMOL AGRICULTURE,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,225
317,A N MOTORS,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
318,ANNADATHA AGROS AP312714391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
319,ANNAI ENGINEERING WORKS,0,8,0,0,0,3,0,7,7,0,19,115,2,0,2,0,0,163
320,ANNAMALAI TRAILORS,0,18,0,0,1,2,0,1,1,0,4,47,2,0,0,0,1,77
321,ANNAPURNA AGRO INDUSTRIES,0,10,0,0,0,4,0,0,0,0,108,65,0,3,1,0,0,191
322,ANNAPURNA AGRO INTERNATIONAL PVT LTD,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
323,ANNAPURNA INDUSTRIES,0,43,0,0,0,6,0,3,2,8,262,"3,273",1,9,250,0,4,"3,861"
324,ANNAPURNA TRAILER IMPLEMENTS AP312671033,0,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,0,13
325,ANNAPURRNA TRAILERS,0,4,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,11
326,ANOOP CYLINDERS PVT LTD,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19
327,ANTONY AUTO COACH BUILDERS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
328,ANTONY MOTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
329,ANTONY TRAILORS,0,0,0,0,0,1,0,1,0,0,85,105,0,0,0,0,0,192
330,ANTRIZ TRAILORS,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,271
331,ANUGRAH ENGINEERING,0,0,0,0,0,0,0,1,0,0,6,18,0,0,0,0,0,25
332,"ANUP ENTERPRISES,SNG",0,0,0,0,0,0,0,0,0,0,178,1,0,0,0,0,1,180
333,ANURADHA PADDY UDHYOG,0,1,0,0,0,0,0,48,0,0,"1,067",11,0,8,0,0,1,"1,136"
334,ANURAG FABRICATION WORKS,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,245
335,ANUSAYA STEEL WORKS,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26
336,ANVITA AUTO TECH WORKS PVT LTD,0,85,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,88
337,ANWAR ENGINEERING RAYAGADA,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,14
338,A ONE AGRI.TRAILAR,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15
339,A ONE AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,76,0,0,5,0,0,0,81
340,A ONE AUTO INDUSTRIES,0,1,0,0,0,46,0,0,0,0,14,2,0,1,0,0,0,64
341,APARNA AGRICO,0,0,0,0,0,30,0,0,0,0,8,0,0,0,0,0,0,38
342,APARNA INDUSTRIES,0,3,0,0,0,978,0,0,0,0,5,2,0,0,0,1,0,989
343,APE AUTO,0,47,0,0,0,74,0,0,0,0,13,3,0,0,0,0,1,138
344,A P I MOTORS PVT LTD,0,46,0,0,8,"7,417",0,1,2,0,194,5,11,0,0,0,34,"7,718"
345,API MOTORS PVT LTD,0,"3,155",0,0,25,"6,986",0,17,0,1,244,745,41,2,0,1,1,"11,218"
346,APM AUTO SALES,0,3,0,0,0,"3,215",0,1,0,0,1,1,0,0,0,0,4,"3,225"
347,APOLLO CARMIX EQUIPMENTS PVT LTD,0,0,0,0,0,1,0,7,107,0,21,36,0,6,43,0,501,722
348,APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,1,12,0,0,0,0,0,45,17,1,65,75,2,38,15,0,9,280
349,APOLLO EARTHMOVERS LTD,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
350,APOLLO INDUSTRIES PRODUCT LTD,0,0,0,0,0,0,0,1,0,0,4,3,0,3,4,0,0,15
351,APOLLO INFFRATECH PVT LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,4,8
352,APOLLO SENSOR PAVER FINISHERS,0,0,0,0,0,0,0,2,0,0,1,4,0,2,7,0,0,16
353,APPU INDUSTRIES,0,0,0,0,0,0,0,0,0,0,7,139,0,0,0,0,0,146
354,APRA AUTO LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
355,APRILIA LTD.,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17
356,APSARA ENTERPRISE,0,1,0,0,0,"5,083",0,0,1,0,6,2,0,0,0,0,0,"5,093"
357,APTEC EQUIPMENT PRIVATE LIMITED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,49,51
358,APTHA ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,10,193,0,0,0,0,0,203
359,A P TRAILERS,0,136,0,0,1,55,0,67,30,13,208,218,56,19,20,15,51,889
360,AQUEST AUTO PVT LTD,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,6
361,A R AGRO TECH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,19
362,ARAN ENGINEERING WORK,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
363,ARASAN AND CO.,0,15,0,0,0,2,0,15,12,5,275,"1,729",99,7,45,0,12,"2,216"
364,"ARATI ENTERPRISES, BHPATNA",0,2,0,0,0,0,0,1,0,0,779,11,1,0,0,0,2,796
365,ARAVIND INDUSTRIES,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,39
366,ARBUDA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,0,61
367,ARBUDA ENGINEERING,0,0,0,0,0,2,0,0,0,0,306,3,0,0,0,0,0,311
368,ARBUDA TRAILER,0,0,0,0,0,0,0,0,0,0,415,3,0,2,0,0,0,420
369,ARCHANA AGRO INDUSTRIES,0,1,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,26
370,ARCHIT ENTERPRISES,0,0,0,0,0,"4,588",0,0,0,0,6,2,0,0,0,0,0,"4,596"
371,ARD EXIM,0,0,0,0,7,179,0,1,0,0,2,0,0,0,0,0,1,190
372,ARIEEM WELDING WORKS,0,1,0,0,0,3,0,0,0,0,3,33,3,0,0,0,0,43
373,ARIEL MOTOR CO LTD,0,32,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,40
374,ARIHANT ENTERPRISE,0,1,0,0,0,2,0,0,1,1,1,8,0,0,0,0,0,14
375,ARIHANT ENTERPRISES,0,0,0,0,0,32,0,1,0,0,0,4,1,0,0,0,0,38
376,ARIHANT MOTORS PVT LTD,0,1,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,26
377,ARIN TRACTORS PVT LTD,0,0,0,0,0,0,0,0,0,0,55,7,0,0,0,0,0,62
378,ARJAN AGRICULTURE WORKS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,10
379,ARJUN INDUSTRIES,0,1,0,0,0,3,0,1,0,0,963,8,0,20,0,0,0,996
380,ARJUN MOTORS PVT LTD,0,"1,383",0,0,0,66,1,10,4,15,506,"2,566",83,9,8,0,38,"4,689"
381,A R L TRACTORS & MOTORS,0,14,0,0,0,8,0,5,3,1,27,42,7,3,1,1,7,119
382,ARMA INDUSTRIES,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,36
383,ARMAN GREEN VEHICLES PVT LTD,0,0,0,0,0,599,0,0,1,0,6,1,0,0,0,0,0,607
384,ARMIX CONSTRUCTION MACHINERY PVT LTD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,20
385,A.R. MOTOR,0,2,0,0,0,"1,029",0,0,0,0,0,0,0,0,0,0,1,"1,032"
386,ARMSTRONG SIDDLEY,0,1,0,0,0,0,0,0,0,0,5,10,0,1,0,0,0,17
387,ARMY DISPOSAL,0,4,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,43
388,ARMY VEHICLE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
389,ARNA ELECTRIC AUTO PVT LTD,0,71,0,0,0,"2,246",0,1,0,1,0,3,0,0,0,0,0,"2,322"
390,ARROW AUTOMOTIVE,0,2,0,0,0,"14,493",0,0,1,0,5,1,0,0,0,0,0,"14,502"
391,ARS ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
392,ARS INTERNATIONAL PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
393,ARTEMIS AUTO INDIA P LTD,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,46
394,ARTH ENGINEERING PVT LTD,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
395,ARTICULATED TRAILOR,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
396,ARTICULATED VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
397,ARTI ENTERPRISES,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,75
398,ARTI INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33
399,ARTINO MOTORS LTD,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,16
400,A R T WELDING WORKS,0,53,0,0,1,5,0,19,3,4,90,105,24,5,3,0,10,322
401,ART WELDING WORKS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
402,ARUL MOTORS,0,87,0,0,0,56,0,"5,313",112,"1,987",469,211,177,307,53,118,159,"9,049"
403,ARUNACHALA TRAILERS,0,5,0,0,0,1,0,5,19,0,135,55,7,18,1,1,12,259
404,ARUN AGRI EMP LTD,0,0,0,0,0,0,0,0,0,0,258,7,0,4,0,0,0,269
405,ARUNASALA ENGINEERING,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
406,ARUNA STRUCTURALS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
407,ARUN INDUSTRIES,0,3,0,0,0,1,0,180,0,0,"3,059",372,0,15,0,0,8,"3,638"
408,ARUN STEEL,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
409,ARVIND MOTORS,0,1,0,0,0,0,0,1,0,0,28,1,0,0,0,0,0,31
410,ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
411,ARYA MOTORS,0,7,0,0,0,2,0,4,0,0,5,369,9,0,0,0,0,396
412,ARYAN INDUSTRIES,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,42
413,ASALAMBEEGA FARM SERVICES,0,0,0,0,0,0,0,4,0,2,9,21,3,1,0,0,0,40
414,ASANA AUTO MOBILES,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
415,ASAV AUTOMOTIVE PVT LTD,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23
416,ASEPIM PORTED,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
417,ASHA ENGG IRON WORKS,0,1,0,0,0,0,0,1,0,0,432,45,0,13,0,0,1,493
418,ASHA EXIM PVT LTD,0,0,0,0,0,0,0,0,0,0,2,158,0,0,0,0,0,160
419,ASHA IMPEX,0,0,0,0,0,640,0,4,0,0,4,11,0,0,0,0,1,660
420,ASHA INDUSTRIES,0,2,0,0,0,0,0,4,0,1,861,224,0,1,5,0,7,"1,105"
421,ASHA METAL INDUSTRIES,0,0,0,0,0,1,0,3,1,0,40,178,0,0,2,0,0,225
422,ASHAPURA AGRICULTURAL WORKS,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,51
423,ASHAPURA AGRO ENGINEERING,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12
424,ASHAPURA WELDING WORKS,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,33
425,ASHAPURI TRAILER,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,154
426,ASHA TILAK VENTURES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
427,ASHA TRAILER,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
428,ASHISH AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,124,2,0,0,0,0,0,126
429,ASHISH AUTO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
430,ASHISH ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17
431,ASHISH TRAILER WORKS,0,2,0,0,0,0,0,0,0,0,56,5,0,1,0,0,0,64
432,ASHLESHA POWER CONTROLS PVT LTD,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
433,ASHLEY PL HAUWEL TRAILER,0,2,0,0,0,0,0,7,0,4,4,383,52,3,0,0,0,455
434,ASHMA-MOTORS PVT LTD,0,0,0,0,0,"2,485",0,0,0,0,0,0,0,0,0,0,0,"2,485"
435,ASHNNI MOTORS PVT LTD,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
436,ASHOKA ALLIED INDUSTRIES LTD,0,0,0,0,0,0,0,18,0,3,435,1,2,1,0,0,0,460
437,ASHOKA GENERAL ENG. WORKS,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6
438,ASHOK AGRICULTURE INDUSTRIES,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,26
439,ASHOKA INDUSTRIES BOLANGIR DUMERPALI,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
440,ASHOK CEMENT PRODUCT,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
441,"ASHOK FABRIC & ENGG,RAIRAKHOL",0,0,0,0,0,0,0,12,4,4,48,3,1,3,0,2,2,79
442,ASHOK INDURTRIES JALGAON,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
443,ASHOK LEYLAND DEFENCE SYSTEMS LTD,0,0,0,0,0,1,0,44,8,12,9,1,12,65,3,38,246,439
444,ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,0,1,0,0,0,0,0,25,47,11,13,51,5,3,17,1,109,283
445,ASHOK LEYLAND LTD,4,"1,331",0,0,37,"1,299",25,"15,63,891","20,038","3,22,282","5,45,885","7,245","22,684","56,276","2,322","43,617","20,614","26,07,550"
446,ASHOK STEEL INDU,0,1,0,0,0,0,0,16,2,1,65,3,0,0,0,0,2,90
447,ASHTVINAYAK INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,12
448,ASHUTOSH AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,75,1,0,1,0,0,0,77
449,ASHUTOSH ENGINEERING,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
450,ASHUTOSH TRACTOR,0,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,45
451,ASHWA ELECTRIC,0,11,0,0,0,29,0,1,0,0,0,2,0,0,0,0,0,43
452,ASHWINI INDUSTRES,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6
453,ASHWMEGH INDUSTRIES,0,0,0,0,0,0,0,0,0,0,2,327,0,0,6,0,0,335
454,ASIA BODY BUILDERS & MANUFACTURERS,0,1,0,0,0,5,0,610,12,0,4,3,0,1,1,0,6,643
455,ASIA MOTORS WORK LTD,0,54,0,0,0,1,0,"4,180",8,0,5,8,0,0,1,0,12,"4,269"
456,ASIAN EARTH MOVERS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
457,ASIAN POWER LINES,0,2,0,0,0,0,0,2,1,0,54,219,1,0,0,0,2,281
458,ASIAN TRACTOR LTD.,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4
459,"ASIS ENG.WORKS, BERHAMPUR",0,0,0,0,0,0,0,134,2,0,420,2,0,0,0,0,3,561
460,"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4
461,ASL ENTERPRISES LTD,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,6
462,A S MOTORS,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
463,ASNA ENTERPRISES,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
464,ASPI CARS PVT LTD,0,0,0,0,0,15,0,2,0,0,5,0,0,0,0,2,0,24
465,ASPO INDUSTRIES LTD,0,0,0,0,0,0,0,0,0,0,10,161,0,0,0,0,0,171
466,ASPO TRAILOR,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4
467,ASPRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,12
468,A.S.R BODY WORKS,0,2,0,0,0,1,0,2,0,0,63,46,0,0,0,0,2,116
469,ASR  MOTORS,0,11,0,0,0,2,0,6,6,0,80,158,3,0,0,0,2,268
470,ASSALAMBIKA INDUSHRIES,0,735,0,0,0,62,0,8,16,5,77,434,20,3,7,0,23,"1,390"
471,ASSAM FABRICATION WORKS,0,0,0,0,0,4,0,7,0,0,219,7,0,4,0,0,0,241
472,ASSAM SAII MOTORS P LTD,0,0,0,0,0,23,0,1,0,0,4,3,0,0,0,0,0,31
473,ASSAM SAII MOTORS PVT. LTD.,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5
474,ASSEMBLED,0,253,0,0,2,"1,378",0,34,1,0,292,429,57,10,0,0,28,"2,484"
475,ASSOCIATED AUTOMOBILES,0,1,0,0,0,1,0,0,0,0,18,4,0,0,2,0,0,26
476,ASTECH INFRATECH PVT LTD,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,5
477,ASTER AUTOMOTIVE PVT LTD,0,1,0,0,0,9,0,0,0,0,1,1,0,0,0,0,0,12
478,ASTO INDUSTRIAL,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4
479,ASTON MARTIN,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8
480,ASTON MARTIN LAGONDA LTD,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43
481,ASTON MARTIN LAGONDA PVT LTD,0,483,0,0,0,0,0,2,0,0,3,87,0,0,0,0,0,575
482,ATHARVA AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
483,ATHER ENERGY LTD,5,"4,06,537",437,0,0,1,0,0,0,0,0,6,0,0,0,0,0,"4,06,986"
484,ATHITHI GOKUL AUTO WORK,0,1,0,0,0,24,0,0,0,0,11,2,0,1,0,1,0,40
